Drug_name	DrugBank_ID	CHEMBL_ID	Gene_name	UniProt	Source	EntrezID
clemastine	DB00283	CHEMBL1626	DRD1	P21728	CHEMBL	1812
clemastine	DB00283	CHEMBL1626	DRD2	P14416	CHEMBL	1813
clemastine	DB00283	CHEMBL1626	DRD3	P35462	CHEMBL	1814
clemastine	DB00283	CHEMBL1626	HRH1	P35367	CHEMBL,IUPHAR	3269
clemastine	DB00283	CHEMBL1626	HRH2	P25021	CHEMBL	3274
clemastine	DB00283	CHEMBL1626	HTR2A	P28223	CHEMBL	3356
clemastine	DB00283	CHEMBL1626	HTR2B	P41595	CHEMBL	3357
clemastine	DB00283	CHEMBL1626	HTR2C	P28335	CHEMBL	3358
clemastine	DB00283	CHEMBL1626	HTR6	P50406	CHEMBL	3362
clemastine	DB00283	CHEMBL1626	KCNH2	Q12809	CHEMBL	3757
clemastine	DB00283	CHEMBL1626	SIGMAR1	Q99720	CHEMBL,BindingDB	10280
clemastine	DB00283	CHEMBL1626	SLC22A1	O15245	CHEMBL	6580
clemastine	DB00283	CHEMBL1626	SLC6A2	P23975	CHEMBL	6530
clemastine	DB00283	CHEMBL1626	SLC6A3	Q01959	CHEMBL	6531
clenbuterol	DB01407	CHEMBL49080	ADRB1	P08588	CHEMBL	153
clenbuterol	DB01407	CHEMBL49080	ADRB2	P07550	CHEMBL,TTD,BindingDB	154
clidinium	DB00771	CHEMBL620	CHRM3	P20309	IUPHAR	1131
clioquinol	DB04815	CHEMBL497	APP	P05067	CHEMBL	351
clioquinol	DB04815	CHEMBL497	OPRK1	P41145	BindingDB	4986
clofarabine	DB00631	CHEMBL1750	PDE2A	O00408	CHEMBL,TTD	5138
clofarabine	DB00631	CHEMBL1750	RRM1	P23921	IUPHAR	6240
clofarabine	DB00631	CHEMBL1750	RRM2	P31350	IUPHAR	6241
clomipramine	DB01242	CHEMBL415	ADRA1A	P35348	BindingDB	148
clomipramine	DB01242	CHEMBL415	ADRA1D	P25100	CHEMBL	146
clomipramine	DB01242	CHEMBL415	ADRA2A	P08913	CHEMBL	150
clomipramine	DB01242	CHEMBL415	ADRA2B	P18089	CHEMBL	151
clomipramine	DB01242	CHEMBL415	ADRA2C	P18825	CHEMBL	152
clomipramine	DB01242	CHEMBL415	CHRM1	P11229	CHEMBL	1128
clomipramine	DB01242	CHEMBL415	CHRM2	P08172	CHEMBL	1129
clomipramine	DB01242	CHEMBL415	CHRM3	P20309	CHEMBL	1131
clomipramine	DB01242	CHEMBL415	CHRM4	P08173	CHEMBL	1132
clomipramine	DB01242	CHEMBL415	CHRM5	P08912	CHEMBL	1133
clomipramine	DB01242	CHEMBL415	CYP2D6	P10635	CHEMBL	1565
clomipramine	DB01242	CHEMBL415	DRD1	P21728	CHEMBL	1812
clomipramine	DB01242	CHEMBL415	DRD2	P14416	CHEMBL	1813
clomipramine	DB01242	CHEMBL415	DRD3	P35462	CHEMBL	1814
clomipramine	DB01242	CHEMBL415	HRH1	P35367	CHEMBL	3269
clomipramine	DB01242	CHEMBL415	HRH2	P25021	CHEMBL	3274
clomipramine	DB01242	CHEMBL415	HTR2A	P28223	CHEMBL	3356
clomipramine	DB01242	CHEMBL415	HTR2B	P41595	CHEMBL	3357
clomipramine	DB01242	CHEMBL415	HTR2C	P28335	CHEMBL,BindingDB	3358
clomipramine	DB01242	CHEMBL415	HTR6	P50406	CHEMBL,TTD,BindingDB	3362
clomipramine	DB01242	CHEMBL415	SIGMAR1	Q99720	CHEMBL	10280
clomipramine	DB01242	CHEMBL415	SLC6A2	P23975	CHEMBL,TTD,IUPHAR,BindingDB	6530
clomipramine	DB01242	CHEMBL415	SLC6A3	Q01959	CHEMBL,TTD,IUPHAR,BindingDB	6531
clomipramine	DB01242	CHEMBL415	SLC6A4	P31645	CHEMBL,TTD,IUPHAR,BindingDB	6532
clonazepam	DB01068	CHEMBL452	GABRA1	P14867	CHEMBL,IUPHAR,BindingDB	2554
clonazepam	DB01068	CHEMBL452	GABRA2	P47869	IUPHAR	2555
clonazepam	DB01068	CHEMBL452	GABRA3	P34903	IUPHAR,BindingDB	2556
clonidine	DB00575	CHEMBL134	ADRA1A	P35348	CHEMBL,TTD	148
clonidine	DB00575	CHEMBL134	ADRA1D	P25100	CHEMBL	146
clonidine	DB00575	CHEMBL134	ADRA2A	P08913	CHEMBL,TTD,IUPHAR	150
clonidine	DB00575	CHEMBL134	ADRA2B	P18089	CHEMBL,TTD,IUPHAR	151
clonidine	DB00575	CHEMBL134	ADRA2C	P18825	CHEMBL,TTD,IUPHAR	152
clonidine	DB00575	CHEMBL134	HTR1A	5HT1A_HUMAN	TTD	3350
clonidine	DB00575	CHEMBL134	NISCH	Q9Y2I1	CHEMBL,TTD	11188
clonidine	DB00575	CHEMBL134	SLC22A1	O15245	IUPHAR	6580
clopidogrel	DB00758	CHEMBL1771	CYP2B6	CP2B6_HUMAN	TTD	1555
clopidogrel	DB00758	CHEMBL1771	SLC6A4	P31645	CHEMBL	6532
clothiapine	DB13256	CHEMBL304902	DRD2	P14416	CHEMBL	1813
clotrimazole	DB00257	CHEMBL104	ABCB1	MDR1_HUMAN	TTD	5243
clotrimazole	DB00257	CHEMBL104	ABCB11	ABCBB_HUMAN	TTD	8647
clotrimazole	DB00257	CHEMBL104	ADORA1	P30542	CHEMBL	134
clotrimazole	DB00257	CHEMBL104	ADORA2A	P29274	CHEMBL	135
clotrimazole	DB00257	CHEMBL104	ADORA3	P0DMS8	CHEMBL	140
clotrimazole	DB00257	CHEMBL104	ADRA1D	P25100	CHEMBL	146
clotrimazole	DB00257	CHEMBL104	ADRA2A	P08913	CHEMBL	150
clotrimazole	DB00257	CHEMBL104	ADRA2B	P18089	CHEMBL	151
clotrimazole	DB00257	CHEMBL104	ADRB1	P08588	CHEMBL	153
clotrimazole	DB00257	CHEMBL104	ADRB2	P07550	BindingDB	154
clotrimazole	DB00257	CHEMBL104	ADRB3	P13945	CHEMBL	155
clotrimazole	DB00257	CHEMBL104	AVPR2	P30518	CHEMBL	554
clotrimazole	DB00257	CHEMBL104	CACNA1C	CAC1C_HUMAN	TTD	775
clotrimazole	DB00257	CHEMBL104	CACNB2	Q9MZL5	BindingDB	783
clotrimazole	DB00257	CHEMBL104	CCR4	P51679	CHEMBL,TTD	1233
clotrimazole	DB00257	CHEMBL104	CHRM1	P11229	CHEMBL	1128
clotrimazole	DB00257	CHEMBL104	CHRM2	P08172	CHEMBL	1129
clotrimazole	DB00257	CHEMBL104	CHRM3	P20309	CHEMBL	1131
clotrimazole	DB00257	CHEMBL104	CHRM4	P08173	CHEMBL	1132
clotrimazole	DB00257	CHEMBL104	CXCR1	P25024	CHEMBL,TTD	3577
clotrimazole	DB00257	CHEMBL104	CYP17A1	P05093	CHEMBL,TTD,BindingDB	1586
clotrimazole	DB00257	CHEMBL104	CYP19A1	P11511	CHEMBL,TTD,BindingDB	1588
clotrimazole	DB00257	CHEMBL104	CYP1A1	P04798	BindingDB	1543
clotrimazole	DB00257	CHEMBL104	CYP2C19	P33261	CHEMBL,BindingDB	1557
clotrimazole	DB00257	CHEMBL104	CYP2C9	P11712	CHEMBL,TTD	1559
clotrimazole	DB00257	CHEMBL104	CYP2D6	CP2D6_HUMAN	TTD	1565
clotrimazole	DB00257	CHEMBL104	CYP3A4	P08684	CHEMBL,TTD	1576
clotrimazole	DB00257	CHEMBL104	CYP51A1	Q16850	CHEMBL,TTD	1595
clotrimazole	DB00257	CHEMBL104	CYP8B1	Q9UNU6	CHEMBL	1582
clotrimazole	DB00257	CHEMBL104	DRD1	P21728	CHEMBL	1812
clotrimazole	DB00257	CHEMBL104	DRD2	P14416	CHEMBL	1813
clotrimazole	DB00257	CHEMBL104	DRD3	P35462	CHEMBL	1814
clotrimazole	DB00257	CHEMBL104	DRD4	P21917	CHEMBL	1815
clotrimazole	DB00257	CHEMBL104	HRH1	P35367	CHEMBL	3269
clotrimazole	DB00257	CHEMBL104	HRH2	P25021	CHEMBL	3274
clotrimazole	DB00257	CHEMBL104	HTR2A	P28223	CHEMBL	3356
clotrimazole	DB00257	CHEMBL104	HTR2B	P41595	CHEMBL	3357
clotrimazole	DB00257	CHEMBL104	HTR2C	P28335	CHEMBL	3358
clotrimazole	DB00257	CHEMBL104	HTR6	P50406	CHEMBL	3362
clotrimazole	DB00257	CHEMBL104	KCNA3	P22001	CHEMBL,TTD	3738
clotrimazole	DB00257	CHEMBL104	KCNA5	P22460	BindingDB	3741
clotrimazole	DB00257	CHEMBL104	KCNH2	KCNH2_HUMAN	TTD,BindingDB	3757
clotrimazole	DB00257	CHEMBL104	KCNN4	O15554	CHEMBL,TTD,IUPHAR,BindingDB	3783
clotrimazole	DB00257	CHEMBL104	NR1H4	Q96RI1	CHEMBL,TTD,BindingDB	9971
clotrimazole	DB00257	CHEMBL104	NR1I3	Q14994	CHEMBL,TTD,IUPHAR,BindingDB	9970
clotrimazole	DB00257	CHEMBL104	NR3C1	P04150	CHEMBL	2908
clotrimazole	DB00257	CHEMBL104	OPRD1	P41143	CHEMBL	4985
clotrimazole	DB00257	CHEMBL104	OPRK1	P41145	CHEMBL	4986
clotrimazole	DB00257	CHEMBL104	OPRM1	P35372	CHEMBL	4988
clotrimazole	DB00257	CHEMBL104	SLC6A2	P23975	CHEMBL	6530
clotrimazole	DB00257	CHEMBL104	SLC6A3	Q01959	CHEMBL	6531
clotrimazole	DB00257	CHEMBL104	SLC6A4	P31645	CHEMBL	6532
clotrimazole	DB00257	CHEMBL104	TACR1	P25103	CHEMBL	6869
clotrimazole	DB00257	CHEMBL104	TACR2	P21452	CHEMBL	6865
clotrimazole	DB00257	CHEMBL104	TBXAS1	P24557	CHEMBL	6916
clotrimazole	DB00257	CHEMBL104	TRPM2	O94759	CHEMBL,TTD	7226
clotrimazole	DB00257	CHEMBL104	VCP	P55072	CHEMBL,TTD	7415
clozapine	DB00363	CHEMBL42	ADRA1A	P35348	CHEMBL,TTD,IUPHAR,BindingDB	148
clozapine	DB00363	CHEMBL42	ADRA1B	ADA1B_HUMAN	TTD,IUPHAR	147
clozapine	DB00363	CHEMBL42	ADRA1D	P25100	CHEMBL,IUPHAR	146
clozapine	DB00363	CHEMBL42	ADRA2A	P08913	CHEMBL,TTD	150
clozapine	DB00363	CHEMBL42	ADRA2B	P18089	CHEMBL,TTD	151
clozapine	DB00363	CHEMBL42	ADRA2C	P18825	CHEMBL,TTD	152
clozapine	DB00363	CHEMBL42	AOX1	AOXA_HUMAN	TTD,BindingDB	316
clozapine	DB00363	CHEMBL42	CACNA1C	P22002	BindingDB	775
clozapine	DB00363	CHEMBL42	CHRM1	P11229	CHEMBL,TTD,IUPHAR	1128
clozapine	DB00363	CHEMBL42	CHRM2	P08172	CHEMBL,TTD	1129
clozapine	DB00363	CHEMBL42	CHRM3	P20309	CHEMBL,TTD	1131
clozapine	DB00363	CHEMBL42	CHRM4	P08173	CHEMBL,TTD	1132
clozapine	DB00363	CHEMBL42	CHRM5	P08912	CHEMBL,TTD	1133
clozapine	DB00363	CHEMBL42	DRD1	P21728	CHEMBL,TTD,IUPHAR	1812
clozapine	DB00363	CHEMBL42	DRD2	P14416	CHEMBL,TTD,IUPHAR	1813
clozapine	DB00363	CHEMBL42	DRD3	P35462	CHEMBL,TTD,IUPHAR	1814
clozapine	DB00363	CHEMBL42	DRD4	P21917	CHEMBL,TTD,IUPHAR	1815
clozapine	DB00363	CHEMBL42	DRD5	P21918	CHEMBL,TTD,IUPHAR	1816
clozapine	DB00363	CHEMBL42	H1-0	P07305	CHEMBL,BindingDB	3005
clozapine	DB00363	CHEMBL42	HRH1	P35367	CHEMBL,TTD,IUPHAR,BindingDB	3269
clozapine	DB00363	CHEMBL42	HRH2	P25021	CHEMBL	3274
clozapine	DB00363	CHEMBL42	HRH3	HRH3_HUMAN	TTD,BindingDB	11255
clozapine	DB00363	CHEMBL42	HRH4	Q9H3N8	CHEMBL,TTD,IUPHAR,BindingDB	59340
clozapine	DB00363	CHEMBL42	HTR1A	P08908	CHEMBL,TTD,IUPHAR	3350
clozapine	DB00363	CHEMBL42	HTR1B	5HT1B_HUMAN	TTD,IUPHAR	3351
clozapine	DB00363	CHEMBL42	HTR1D	5HT1D_HUMAN	TTD,IUPHAR	3352
clozapine	DB00363	CHEMBL42	HTR1E	5HT1E_HUMAN	TTD,IUPHAR	3354
clozapine	DB00363	CHEMBL42	HTR1F	P30939	IUPHAR	3355
clozapine	DB00363	CHEMBL42	HTR2A	P28223	CHEMBL,TTD,IUPHAR	3356
clozapine	DB00363	CHEMBL42	HTR2B	P41595	CHEMBL,TTD,IUPHAR,BindingDB	3357
clozapine	DB00363	CHEMBL42	HTR2C	P28335	CHEMBL,TTD,IUPHAR,BindingDB	3358
clozapine	DB00363	CHEMBL42	HTR3A	5HT3A_HUMAN	TTD,BindingDB	3359
clozapine	DB00363	CHEMBL42	HTR5A	P47898	CHEMBL,TTD,IUPHAR	3361
clozapine	DB00363	CHEMBL42	HTR6	P50406	CHEMBL,TTD,IUPHAR,BindingDB	3362
clozapine	DB00363	CHEMBL42	HTR7	P34969	CHEMBL,TTD,IUPHAR,BindingDB	3363
clozapine	DB00363	CHEMBL42	KCNH2	Q12809	CHEMBL,TTD,BindingDB	3757
clozapine	DB00363	CHEMBL42	SIGMAR1	Q99720	CHEMBL,TTD,BindingDB	10280
clozapine	DB00363	CHEMBL42	SLC6A2	P23975	CHEMBL	6530
clozapine	DB00363	CHEMBL42	SLC6A4	P31645	CHEMBL,TTD,BindingDB	6532
cobicistat	DB09065	CHEMBL2095208	CYP2D6	CP2D6_HUMAN	TTD	1565
cobicistat	DB09065	CHEMBL2095208	CYP3A4	CP3A4_HUMAN	TTD	1576
cobimetinib	DB05239	CHEMBL2146883	BRAF	P15056	CHEMBL	673
cobimetinib	DB05239	CHEMBL2146883	MAP2K1	Q02750	CHEMBL,IUPHAR,BindingDB	5604
cobimetinib	DB05239	CHEMBL2146883	MAP2K2	P36507	CHEMBL,IUPHAR	5605
cobimetinib	DB05239	CHEMBL2146883	MAP2K7	O14733	IUPHAR	5609
cocaine	DB00907	CHEMBL370805	HTR3A	P46098	IUPHAR	3359
cocaine	DB00907	CHEMBL370805	KCNH2	KCNH2_HUMAN	TTD,BindingDB	3757
cocaine	DB00907	CHEMBL370805	SIGMAR1	Q99720	CHEMBL,TTD	10280
cocaine	DB00907	CHEMBL370805	SLC6A2	P23975	CHEMBL,TTD,BindingDB	6530
cocaine	DB00907	CHEMBL370805	SLC6A3	Q01959	CHEMBL,TTD,BindingDB	6531
cocaine	DB00907	CHEMBL370805	SLC6A4	P31645	CHEMBL,TTD,BindingDB	6532
codeine	DB00318	CHEMBL485	OPRD1	OPRD_HUMAN	TTD	4985
codeine	DB00318	CHEMBL485	OPRM1	P35372	CHEMBL,TTD,IUPHAR,BindingDB	4988
colchicine	DB01394	CHEMBL107	PIM1	P11309	CHEMBL,TTD	5292
colchicine	DB01394	CHEMBL107	TUBB	P07437	CHEMBL,IUPHAR	203068
colchicine	DB01394	CHEMBL107	TUBB4B	P68371	CHEMBL	10383
colistin	DB00803	CHEMBL2221249	EGFR	P00533	CHEMBL	1956
colistin	DB00803	CHEMBL2221249	ERBB2	P04626	CHEMBL	2064
colistin	DB00803	CHEMBL2221249	FYN	P06241	CHEMBL	2534
colistin	DB00803	CHEMBL2221249	MC3R	P41968	CHEMBL	4159
colistin	DB00803	CHEMBL2221249	MC4R	P32245	CHEMBL	4160
colistin	DB00803	CHEMBL2221249	MC5R	P33032	CHEMBL	4161
conivaptan	DB00872	CHEMBL1755	AVPR1A	P37288	CHEMBL,TTD,IUPHAR	552
conivaptan	DB00872	CHEMBL1755	AVPR2	P30518	CHEMBL,TTD,IUPHAR	554
copanlisib	DB12483	CHEMBL3218576	MTOR	P42345	CHEMBL,IUPHAR	2475
copanlisib	DB12483	CHEMBL3218576	PIK3CA	P42336	CHEMBL,IUPHAR	5290
copanlisib	DB12483	CHEMBL3218576	PIK3CB	P42338	CHEMBL,IUPHAR	5291
copanlisib	DB12483	CHEMBL3218576	PIK3CD	O00329	CHEMBL,IUPHAR	5293
copanlisib	DB12483	CHEMBL3218576	PIK3CG	P48736	CHEMBL,IUPHAR	5294
copanlisib	DB12483	CHEMBL3218576	PIK3R1	P27986	CHEMBL	5295
copper	DB09130	CHEMBL55643	TRPM2	O94759	CHEMBL	7226
coumarin	DB04665	CHEMBL6466	CA1	P00915	CHEMBL	759
coumarin	DB04665	CHEMBL6466	CA12	O43570	CHEMBL	771
coumarin	DB04665	CHEMBL6466	CA14	Q9ULX7	CHEMBL	23632
coumarin	DB04665	CHEMBL6466	CA2	P00918	CHEMBL	760
coumarin	DB04665	CHEMBL6466	CA3	P07451	CHEMBL	761
coumarin	DB04665	CHEMBL6466	CA4	P22748	CHEMBL	762
coumarin	DB04665	CHEMBL6466	CA5A	P35218	CHEMBL	763
coumarin	DB04665	CHEMBL6466	CA5B	Q9Y2D0	CHEMBL	11238
coumarin	DB04665	CHEMBL6466	CA6	P23280	CHEMBL	765
coumarin	DB04665	CHEMBL6466	CA7	P43166	CHEMBL	766
coumarin	DB04665	CHEMBL6466	CA9	Q16790	CHEMBL	768
coumarin	DB04665	CHEMBL6466	MCL1	Q07820	CHEMBL	4170
crisaborole	DB05219	CHEMBL484785	PDE1A	P54750	CHEMBL,IUPHAR	5136
crisaborole	DB05219	CHEMBL484785	PDE3A	Q14432	CHEMBL	5139
crisaborole	DB05219	CHEMBL484785	PDE4A	P27815	CHEMBL	5141
crisaborole	DB05219	CHEMBL484785	PDE4B	Q07343	CHEMBL	5142
crisaborole	DB05219	CHEMBL484785	PDE4C	Q08493	CHEMBL	5143
crisaborole	DB05219	CHEMBL484785	PDE4D	Q08499	CHEMBL	5144
crisaborole	DB05219	CHEMBL484785	PDE7A	Q13946	CHEMBL,IUPHAR	5150
crizanlizumab	DB15271	CHEMBL4297734	SELP	P16109	IUPHAR	6403
crizotinib	DB08865	CHEMBL601719	AAK1	Q2M2I8	CHEMBL	22848
crizotinib	DB08865	CHEMBL601719	ABL1	P00519	CHEMBL,TTD	25
crizotinib	DB08865	CHEMBL601719	ABL2	P42684	CHEMBL	27
crizotinib	DB08865	CHEMBL601719	ACVR1	Q04771	CHEMBL	90
crizotinib	DB08865	CHEMBL601719	ACVR1B	P36896	CHEMBL	91
crizotinib	DB08865	CHEMBL601719	AKT2	AKT2_HUMAN	TTD	208
crizotinib	DB08865	CHEMBL601719	ALK	Q9UM73	CHEMBL,TTD,IUPHAR	238
crizotinib	DB08865	CHEMBL601719	ANKK1	Q8NFD2	CHEMBL	255239
crizotinib	DB08865	CHEMBL601719	AURKA	O14965	CHEMBL	6790
crizotinib	DB08865	CHEMBL601719	AURKB	Q96GD4	CHEMBL	9212
crizotinib	DB08865	CHEMBL601719	AURKC	Q9UQB9	CHEMBL	6795
crizotinib	DB08865	CHEMBL601719	AXL	P30530	CHEMBL,TTD	558
crizotinib	DB08865	CHEMBL601719	BLK	P51451	CHEMBL	640
crizotinib	DB08865	CHEMBL601719	BMP2K	Q9NSY1	CHEMBL	55589
crizotinib	DB08865	CHEMBL601719	BMPR1B	O00238	CHEMBL	658
crizotinib	DB08865	CHEMBL601719	BMX	P51813	CHEMBL,TTD	660
crizotinib	DB08865	CHEMBL601719	BTK	Q06187	CHEMBL,TTD	695
crizotinib	DB08865	CHEMBL601719	CAMKK2	Q96RR4	CHEMBL	10645
crizotinib	DB08865	CHEMBL601719	CASK	O14936	CHEMBL	8573
crizotinib	DB08865	CHEMBL601719	CD74	P04233	CHEMBL	972
crizotinib	DB08865	CHEMBL601719	CDK11A	Q9UQ88	CHEMBL	728642
crizotinib	DB08865	CHEMBL601719	CDK11B	P21127	CHEMBL	984
crizotinib	DB08865	CHEMBL601719	CDK7	P50613	CHEMBL,TTD	1022
crizotinib	DB08865	CHEMBL601719	CDKL2	Q92772	CHEMBL	8999
crizotinib	DB08865	CHEMBL601719	COQ8B	Q96D53	CHEMBL	79934
crizotinib	DB08865	CHEMBL601719	CSF1R	P07333	CHEMBL,TTD	1436
crizotinib	DB08865	CHEMBL601719	DCLK1	O15075	CHEMBL	9201
crizotinib	DB08865	CHEMBL601719	DCLK2	Q8N568	CHEMBL	166614
crizotinib	DB08865	CHEMBL601719	DDR1	Q08345	CHEMBL	780
crizotinib	DB08865	CHEMBL601719	DMPK	Q09013	CHEMBL	1760
crizotinib	DB08865	CHEMBL601719	DSTYK	Q6XUX3	CHEMBL	25778
crizotinib	DB08865	CHEMBL601719	DYRK2	Q92630	CHEMBL	8445
crizotinib	DB08865	CHEMBL601719	EGFR	P00533	CHEMBL,TTD	1956
crizotinib	DB08865	CHEMBL601719	EIF2AK2	P19525	CHEMBL	5610
crizotinib	DB08865	CHEMBL601719	EPHA1	P21709	CHEMBL	2041
crizotinib	DB08865	CHEMBL601719	EPHA2	P29317	CHEMBL,TTD	1969
crizotinib	DB08865	CHEMBL601719	EPHA3	P29320	CHEMBL	2042
crizotinib	DB08865	CHEMBL601719	EPHA4	P54764	CHEMBL	2043
crizotinib	DB08865	CHEMBL601719	EPHA5	P54756	CHEMBL	2044
crizotinib	DB08865	CHEMBL601719	EPHA6	Q9UF33	CHEMBL	285220
crizotinib	DB08865	CHEMBL601719	EPHA7	Q15375	CHEMBL	2045
crizotinib	DB08865	CHEMBL601719	EPHA8	P29322	CHEMBL	2046
crizotinib	DB08865	CHEMBL601719	EPHB1	P54762	CHEMBL	2047
crizotinib	DB08865	CHEMBL601719	EPHB2	EPHB2_HUMAN	TTD	2048
crizotinib	DB08865	CHEMBL601719	EPHB4	P54760	CHEMBL,TTD	2050
crizotinib	DB08865	CHEMBL601719	EPHB6	O15197	CHEMBL	2051
crizotinib	DB08865	CHEMBL601719	ERBB2	ERBB2_HUMAN	TTD	2064
crizotinib	DB08865	CHEMBL601719	FER	P16591	CHEMBL	2241
crizotinib	DB08865	CHEMBL601719	FES	P07332	CHEMBL	2242
crizotinib	DB08865	CHEMBL601719	FGFR1	FGFR1_HUMAN	TTD	2260
crizotinib	DB08865	CHEMBL601719	FGFR3	P22607	CHEMBL,TTD	2261
crizotinib	DB08865	CHEMBL601719	FGR	P09769	CHEMBL,TTD	2268
crizotinib	DB08865	CHEMBL601719	FLT1	P17948	CHEMBL,TTD	2321
crizotinib	DB08865	CHEMBL601719	FLT3	P36888	CHEMBL,TTD	2322
crizotinib	DB08865	CHEMBL601719	FRK	P42685	CHEMBL	2444
crizotinib	DB08865	CHEMBL601719	FYN	P06241	CHEMBL,TTD	2534
crizotinib	DB08865	CHEMBL601719	GRK4	P32298	CHEMBL	2868
crizotinib	DB08865	CHEMBL601719	HIPK4	Q8NE63	CHEMBL	147746
crizotinib	DB08865	CHEMBL601719	IGF1R	P08069	CHEMBL,TTD	3480
crizotinib	DB08865	CHEMBL601719	IKBKB	O14920	CHEMBL	3551
crizotinib	DB08865	CHEMBL601719	IKBKE	Q14164	CHEMBL	9641
crizotinib	DB08865	CHEMBL601719	INPPL1	O15357	CHEMBL	3636
crizotinib	DB08865	CHEMBL601719	INSR	P06213	CHEMBL,TTD	3643
crizotinib	DB08865	CHEMBL601719	INSRR	P14616	CHEMBL	3645
crizotinib	DB08865	CHEMBL601719	IRAK1	P51617	CHEMBL	3654
crizotinib	DB08865	CHEMBL601719	IRAK3	Q9Y616	CHEMBL	11213
crizotinib	DB08865	CHEMBL601719	IRAK4	Q9NWZ3	CHEMBL	51135
crizotinib	DB08865	CHEMBL601719	ITK	Q08881	CHEMBL	3702
crizotinib	DB08865	CHEMBL601719	JAK1	P23458	CHEMBL,TTD	3716
crizotinib	DB08865	CHEMBL601719	JAK2	O60674	CHEMBL,TTD	3717
crizotinib	DB08865	CHEMBL601719	JAK3	P52333	CHEMBL,TTD	3718
crizotinib	DB08865	CHEMBL601719	KDR	VGFR2_HUMAN	TTD	3791
crizotinib	DB08865	CHEMBL601719	KIT	P10721	CHEMBL	3815
crizotinib	DB08865	CHEMBL601719	LCK	P06239	CHEMBL,TTD	3932
crizotinib	DB08865	CHEMBL601719	LIMK1	P53667	CHEMBL	3984
crizotinib	DB08865	CHEMBL601719	LIMK2	P53671	CHEMBL	3985
crizotinib	DB08865	CHEMBL601719	LTK	P29376	CHEMBL	4058
crizotinib	DB08865	CHEMBL601719	LYN	P07948	CHEMBL	4067
crizotinib	DB08865	CHEMBL601719	MAP2K3	P46734	CHEMBL	5606
crizotinib	DB08865	CHEMBL601719	MAP3K1	Q13233	CHEMBL	4214
crizotinib	DB08865	CHEMBL601719	MAP3K12	Q12852	CHEMBL	7786
crizotinib	DB08865	CHEMBL601719	MAP3K13	O43283	CHEMBL	9175
crizotinib	DB08865	CHEMBL601719	MAP3K15	Q6ZN16	CHEMBL	389840
crizotinib	DB08865	CHEMBL601719	MAP3K19	Q56UN5	CHEMBL	80122
crizotinib	DB08865	CHEMBL601719	MAP3K2	Q9Y2U5	CHEMBL	10746
crizotinib	DB08865	CHEMBL601719	MAP3K3	Q99759	CHEMBL	4215
crizotinib	DB08865	CHEMBL601719	MAP3K7	O43318	CHEMBL	6885
crizotinib	DB08865	CHEMBL601719	MAP4K1	Q92918	CHEMBL	11184
crizotinib	DB08865	CHEMBL601719	MAP4K2	Q12851	CHEMBL	5871
crizotinib	DB08865	CHEMBL601719	MAP4K3	Q8IVH8	CHEMBL	8491
crizotinib	DB08865	CHEMBL601719	MAP4K5	Q9Y4K4	CHEMBL	11183
crizotinib	DB08865	CHEMBL601719	MAPK6	Q16659	CHEMBL	5597
crizotinib	DB08865	CHEMBL601719	MAPK7	Q13164	CHEMBL	5598
crizotinib	DB08865	CHEMBL601719	MERTK	Q12866	CHEMBL,TTD	10461
crizotinib	DB08865	CHEMBL601719	MET	P08581	CHEMBL,TTD,IUPHAR	4233
crizotinib	DB08865	CHEMBL601719	MINK1	Q8N4C8	CHEMBL	50488
crizotinib	DB08865	CHEMBL601719	MLKL	Q8NB16	CHEMBL	197259
crizotinib	DB08865	CHEMBL601719	MST1R	Q04912	CHEMBL,TTD	4486
crizotinib	DB08865	CHEMBL601719	MUSK	O15146	CHEMBL	4593
crizotinib	DB08865	CHEMBL601719	NEK7	Q8TDX7	CHEMBL	140609
crizotinib	DB08865	CHEMBL601719	NEK9	Q8TD19	CHEMBL	91754
crizotinib	DB08865	CHEMBL601719	NIM1K	Q8IY84	CHEMBL	167359
crizotinib	DB08865	CHEMBL601719	NTRK1	P04629	CHEMBL,TTD	4914
crizotinib	DB08865	CHEMBL601719	NTRK2	Q16620	CHEMBL,TTD	4915
crizotinib	DB08865	CHEMBL601719	NTRK3	Q16288	CHEMBL	4916
crizotinib	DB08865	CHEMBL601719	NUAK2	Q9H093	CHEMBL	81788
crizotinib	DB08865	CHEMBL601719	PDGFRA	PGFRA_HUMAN	TTD	5156
crizotinib	DB08865	CHEMBL601719	PDGFRB	PGFRB_HUMAN	TTD	5159
crizotinib	DB08865	CHEMBL601719	PIP5K1A	Q99755	CHEMBL	8394
crizotinib	DB08865	CHEMBL601719	PKN2	PKN2_HUMAN	TTD	5586
crizotinib	DB08865	CHEMBL601719	PLK4	O00444	CHEMBL	10733
crizotinib	DB08865	CHEMBL601719	PRKAA1	Q13131	CHEMBL	5562
crizotinib	DB08865	CHEMBL601719	PRKD1	Q15139	CHEMBL,TTD	5587
crizotinib	DB08865	CHEMBL601719	PRKD3	O94806	CHEMBL	23683
crizotinib	DB08865	CHEMBL601719	PTK2	Q05397	CHEMBL	5747
crizotinib	DB08865	CHEMBL601719	PTK2B	Q14289	CHEMBL	2185
crizotinib	DB08865	CHEMBL601719	RET	P07949	CHEMBL,TTD	5979
crizotinib	DB08865	CHEMBL601719	RIOK1	Q9BRS2	CHEMBL	83732
